"","y","x1","x2","x3","x5","x6","x7","x8","x10","x4a","x4b","x9a","x9b","y_50","y_25","y_10","y_5","y_1","y_0.1","y_0.01","y_0.001","y_1e-04","y_1e-05","y_1e-06","y_1e-07","y_1e-08","y_1e-09","y_1e-10"
"11",12.6776914596558,55,1,22,5.48989105224609,384,178,1,12.9499998092651,1,0,1,0,170.359528709103,127.415367992066,101.648871561845,93.0600394184373,86.1889737037115,84.6429839178981,84.4883849393168,84.4729250414587,84.4713790516729,84.4712244526943,84.4712089927964,84.4712074468067,84.4712072922077,84.4712072767478,84.4712072752018
"12",14.16321849823,54,1,29,1.50268340110779,211,47,1,12.0699996948242,1,1,0,0,125.644822488403,103.995804209123,91.0063932415549,86.6765895856989,83.2127466610141,82.43338200296,82.3554455371546,82.347651890574,82.346872525916,82.3467945894502,82.3467867958036,82.3467860164389,82.3467859385025,82.3467859307088,82.3467859299295
"13",11.9734182357788,50,1,16,10.1782531738281,47,27,1,14.8000001907349,1,1,0,0,139.694068294962,109.278340225342,91.0289033835695,84.9457577696455,80.0792412785062,78.9842750679999,78.8747784469493,78.8638287848442,78.8627338186337,78.8626243220126,78.8626133723505,78.8626122773843,78.8626121678877,78.862612156938,78.8626121558431
"14",15.0721635818481,53,0,29,0.910443544387817,971,199,1,30.2700004577637,1,1,1,0,67.0901124187188,84.2639450051957,94.5682445570818,98.0030110743772,100.750824288214,101.369082261327,101.430908058638,101.437090638369,101.437708896342,101.43777072214,101.437776904719,101.437777522977,101.437777584803,101.437777590986,101.437777591604
"15",12.8227710723877,55,1,15,2.3679027557373,183,104,0,11.8400001525879,0,0,0,0,129.782850226152,105.364131451072,90.7129001860242,85.8291564310082,81.9221614269954,81.0430875510925,80.9551801635022,80.9463894247432,80.9455103508673,80.9454224434797,80.945413652741,80.9454127736671,80.9454126857597,80.945412676969,80.9454126760899
"16",9.22076225280762,75,0,17,60.4163932800293,79,4,0,8.72999954223633,1,0,1,0,122.24090805436,110.523426325332,103.492937287915,101.149440942109,99.2746438654648,98.8528145232198,98.8106315889953,98.8064132955728,98.8059914662306,98.8059492832964,98.8059450650029,98.8059446431736,98.8059446009907,98.8059445967724,98.8059445963505
"17",13.2410001754761,67,0,15,3.84418129920959,130,128,0,5.25,1,0,1,0,72.913863461544,80.2671492027958,84.6791206475469,86.1497777957973,87.3263035143976,87.5910218010826,87.6174936297512,87.620140812618,87.6204055309047,87.6204320027334,87.6204346499162,87.6204349146345,87.6204349411063,87.6204349437535,87.6204349440182
"18",12.0288028717041,68,0,16,2.33389616012573,68,36,0,11.1999998092651,1,0,0,0,182.539246828104,138.338289815282,111.81771560759,102.977524205025,95.9053710829741,94.3141366305125,94.1550131852663,94.1391008407417,94.1375096062893,94.137350482844,94.1373345704995,94.137332979265,94.1373328201416,94.1373328042292,94.137332802638
"19",13.1580934524536,46,1,14,1.65015041828156,33,43,0,24.9400005340576,1,0,0,0,12.4146013218148,48.1560104770978,69.6008559702676,76.7491378013242,82.4677632661695,83.7544539957597,83.8831230687187,83.8959899760146,83.8972766667442,83.8974053358171,83.8974182027244,83.8974194894152,83.8974196180842,83.8974196309511,83.8974196322378
"20",11.3999423980713,58,0,34,4.02181386947632,30,0,1,30.7700004577637,1,0,0,0,184.591877982941,143.751878844933,119.247879362129,111.079879534528,104.545479672447,103.075239703478,102.928215706581,102.913513306892,102.912043066923,102.911896042926,102.911881340526,102.911879870286,102.911879723262,102.91187970856,102.91187970709
"21",11.4882802963257,53,1,13,1.11071228981018,0,36,1,10.8000001907349,1,0,0,0,39.6876003936705,51.6219198190715,58.7825114743121,61.1693753593923,63.0788664674564,63.5085019667708,63.5514655167023,63.5557618716954,63.5561915071947,63.5562344707447,63.5562387670997,63.5562391967352,63.5562392396987,63.5562392439951,63.5562392444247
"22",11.6475219726562,51,1,25,2.86664462089539,81,36,0,14.4200000762939,1,0,0,0,46.3335748824475,62.7910335584496,72.6655087640509,75.9570004992513,78.5901938874116,79.1826623997477,79.2419092509813,79.2478339361047,79.248426404617,79.2484856514682,79.2484915761534,79.2484921686219,79.2484922278687,79.2484922337934,79.2484922343859
"23",11.8085918426514,55,1,81,0.705931067466736,15,12,0,32.6800003051758,1,1,0,0,71.1143300651796,86.0172562276113,94.9590119250703,97.9395971575566,100.324065343546,100.860570685393,100.914221219578,100.919586272996,100.920122778338,100.920176428872,100.920181793926,100.920182330431,100.920182384082,100.920182389447,100.920182389983
"24",12.8925876617432,69,1,19,3.9296932220459,436,246,1,42.2900009155273,1,0,0,1,77.8431378089696,103.388396922142,118.715552390045,123.824604212679,127.911845670787,128.831474998861,128.923437931668,128.932634224949,128.933553854277,128.93364581721,128.933655013503,128.933655933133,128.933656025096,128.933656034292,128.933656035211
"25",11.3892383575439,61,1,30,7.07302761077881,9,4,0,4.88000011444092,1,1,0,0,146.556537432667,112.244470239233,91.657229923173,84.7948164844862,79.3048857335368,78.0696513145732,77.9461278726769,77.9337755284872,77.9325402940682,77.9324167706263,77.9324044182822,77.9324031830477,77.9324030595243,77.932403047172,77.9324030459367
"26",12.9405088424683,48,1,19,7.53317165374756,478,179,1,12.4200000762939,1,1,0,0,59.8068040243098,68.2311405436514,73.2857424552563,74.9706097591247,76.3185036022193,76.6217797169156,76.6521073283852,76.6551400895322,76.6554433656469,76.6554736932584,76.6554767260195,76.6554770292956,76.6554770596232,76.655477062656,76.6554770629593
"27",11.3538904190063,59,1,19,2.52727580070496,35,16,1,20.0100002288818,1,1,1,0,122.076383696799,107.861738161911,99.3329508409774,96.4900217339997,94.2156784484175,93.7039512091615,93.6527784852359,93.6476612128433,93.6471494856041,93.6470983128801,93.6470931956078,93.6470926838805,93.6470926327078,93.6470926275905,93.6470926270788
"28",11.9037389755249,54,1,23,3.78046727180481,68,76,0,19.0300006866455,1,0,0,0,93.0776653587675,89.9512353644512,88.0753773678615,87.4500913689982,86.9498625699076,86.8373110901123,86.8260559421327,86.8249304273347,86.824817875855,86.824806620707,86.8248054951922,86.8248053826407,86.8248053713856,86.82480537026,86.8248053701475
"29",13.2399606704712,66,0,20,1.66129755973816,9,0,0,29.9699993133545,1,1,0,0,84.2406500480006,96.5636611793589,103.957467858174,106.422070084445,108.393751865463,108.837380266192,108.881743106265,108.886179390272,108.886623018673,108.886667381513,108.886671817797,108.886672261425,108.886672305788,108.886672310224,108.886672310668
"30",12.4466114044189,40,1,25,2.1053261756897,66,6,0,11.6499996185303,1,0,0,0,51.4070600384028,57.9950146317654,61.947787387783,63.2653783064555,64.3194510413935,64.5566174067545,64.5803340432906,64.5827057069443,64.5829428733096,64.5829665899461,64.5829689616098,64.5829691987762,64.5829692224928,64.5829692248645,64.5829692251016
"31",12.9597034454346,60,1,27,0.881364107131958,8,37,0,21.7199993133545,1,0,0,0,128.058161008652,111.332448273835,101.297020632945,97.9518780859812,95.2757640484105,94.6736383899571,94.6134258241118,94.6074045675273,94.6068024418688,94.606742229303,94.6067362080464,94.6067356059207,94.6067355457081,94.6067355396869,94.6067355390848
"32",13.8797340393066,52,1,23,2.38779425621033,369,1727,0,18.5400009155273,1,0,0,0,60.6637925699769,73.3533991274701,80.9671630619659,83.5050843734646,85.5354214226635,85.9922472587332,86.0379298423402,86.0424981007009,86.042954926537,86.0430006091206,86.0430051773789,86.0430056342048,86.0430056798874,86.0430056844556,86.0430056849124
"33",12.7455320358276,59,1,9,4.90688228607178,56,147,1,21.8899993896484,1,0,1,0,33.9318702695144,64.9489521041173,83.559201204879,89.7626175717996,94.7253506653361,95.8419656113818,95.9536271059863,95.9647932554468,95.9659098703928,95.9660215318874,95.9660326980369,95.9660338146519,95.9660339263134,95.9660339374795,95.9660339385961
"34",12.9712896347046,64,1,15,0.457557708024979,9,192,0,11.7600002288818,1,0,0,0,83.8360674192634,87.0180885847003,88.9273012839624,89.5637055170497,90.0728289035196,90.1873816654754,90.1988369416709,90.1999824692905,90.2000970220525,90.2001084773287,90.2001096228563,90.200109737409,90.2001097488643,90.2001097500098,90.2001097501244
"35",12.3262481689453,47,1,19,1.36459839344025,56,68,0,14.2600002288818,1,1,0,0,6.04615520744523,40.4624449253698,61.1122187561246,67.9954766997095,73.5020830545775,74.7410694844228,74.8649681274073,74.8773579917058,74.8785969781356,74.8787208767786,74.8787332666429,74.8787345056293,74.878734629528,74.8787346419178,74.8787346431568
"36",12.1614923477173,33,1,11,14.8855743408203,135,264,1,14.3599996566772,1,0,0,0,89.0840852491759,75.1428030727323,66.7780337668661,63.9897773315774,61.7591721833464,61.2572860249945,61.2070974091593,61.2020785475758,61.2015766614174,61.2015264728016,61.20152145394,61.2015209520538,61.2015209018652,61.2015208968463,61.2015208963445
"37",15.1521692276001,60,0,13,0.498830705881119,55,25,0,20.1200008392334,1,0,1,0,128.462021275982,112.214354830232,102.465754962782,99.2162216736317,96.6165950423116,96.0316790502646,95.9731874510599,95.9673382911394,95.9667533751474,95.9666948835482,95.9666890343883,95.9666884494723,95.9666883909807,95.9666883851315,95.9666883845466
"38",11.1535425186157,64,0,13,15.1459074020386,201,25,0,11.6700000762939,1,0,1,0,67.0052836891011,79.0666763140672,86.3035118890469,88.7157904140402,90.6456132340348,91.0798233685336,91.1232443819834,91.1275864833284,91.1280206934629,91.1280641144764,91.1280684565777,91.1280688907878,91.1280689342089,91.128068938551,91.1280689389852
"39",10.9828968048096,49,1,54,0.867859899997711,41,104,0,7.63000011444092,1,0,0,0,20.0653277110084,45.1700309928369,60.2328529619339,65.2537936182996,69.2705461433922,70.174315461538,70.2646923933526,70.273730086534,70.2746338558522,70.274724232784,70.2747332704772,70.2747341742465,70.2747342646234,70.2747342736611,70.2747342745649
"40",13.1431274414062,42,1,18,1.15575480461121,37,402,0,7.19000005722046,1,0,0,0,54.035385362111,58.0996211523182,60.5381626264426,61.351009784484,62.0012875109172,62.1475999993646,62.1622312482094,62.1636943730939,62.1638406855823,62.1638553168311,62.163856779956,62.1638569262685,62.1638569408998,62.1638569423629,62.1638569425092
"41",11.5487833023071,52,1,12,3.41839861869812,121,94,0,9.06999969482422,1,1,0,1,25.757269060499,50.6163510634784,65.531800265266,70.5036166658619,74.4810697863386,75.3759967384459,75.4654894336566,75.4744387031777,75.4753336301298,75.475423122825,75.4754320720945,75.4754329670215,75.4754330565142,75.4754330654634,75.4754330663584
"42",12.0510063171387,36,1,12,2.92707419395447,183,35,1,11.4099998474121,1,0,1,0,46.3311498659774,54.1991396910042,58.9199335860204,60.4935315510258,61.7524099230301,62.035657556731,62.0639823201011,62.0668147964381,62.0670980440718,62.0671263688352,62.0671292013115,62.0671294845592,62.0671295128839,62.0671295157164,62.0671295159997
"43",12.1156587600708,47,1,12,0.854287981987,0,0,0,25.3700008392334,1,0,0,0,-7.42965038765713,31.7798188932181,55.3055004617432,63.1473943179182,69.4209094028582,70.8324502969697,70.9736043863809,70.987719795322,70.9891313362161,70.9892724903055,70.9892866057145,70.9892880172554,70.9892881584095,70.9892881725249,70.9892881739364
"44",11.9405059814453,47,1,14,42.3680114746094,128,27,1,3.72000002861023,1,1,1,0,62.0235818338681,63.7737245330869,64.8238101526181,65.1738386924618,65.4538615243368,65.5168666615087,65.5231671752259,65.5237972265976,65.5238602317348,65.5238665322485,65.5238671622999,65.523867225305,65.5238672316055,65.5238672322356,65.5238672322986
"45",11.7388515472412,64,0,29,8.82729244232178,152,51,1,22.75,1,0,0,0,192.262448007311,147.530300255395,120.691011604245,111.744582053861,104.587438413555,102.977081094486,102.816045362579,102.799941789388,102.798331432069,102.798170396337,102.798154292764,102.798152682407,102.798152521371,102.798152505267,102.798152503657
"46",13.0747175216675,45,1,35,2.88811612129211,143,85,0,19.1100006103516,1,0,0,0,-6.88145639963665,35.5579165766221,61.0215403623773,69.5094149576291,76.2997146338305,77.8275320609758,77.9803138036903,77.9955919779618,77.9971197953889,77.9972725771316,77.9972878553059,77.9972893831233,77.9972895359051,77.9972895511833,77.9972895527111
"47",12.0192985534668,40,1,26,11.8373699188232,210,0,1,10.6400003433228,1,0,0,0,76.4537738284824,70.8924986828253,67.5557335954311,66.4434785662997,65.5536745429946,65.3534686377509,65.3334480472266,65.3314459881741,65.3312457822689,65.3312257616784,65.3312237596193,65.3312235594134,65.3312235393928,65.3312235373908,65.3312235371906
"48",12.9121122360229,56,1,34,6.0666069984436,650,50,0,28.2600002288818,0,0,1,0,54.2155628356919,76.7384758805065,90.2522237073953,94.7568063163582,98.3604724035285,99.1712972731419,99.2523797601032,99.2604880087993,99.2612988336689,99.2613799161559,99.2613880244046,99.2613888352295,99.2613889163119,99.2613889244202,99.261388925231
"49",13.5496044158936,57,1,18,2.16240096092224,386,28,1,13.9799995422363,0,0,0,0,134.575662877465,110.770375496235,96.4872030674971,91.7261455912512,87.9172996102544,87.0603092645302,86.9746102299577,86.9660403265005,86.9651833361548,86.9650976371202,86.9650890672168,86.9650882102264,86.9650881245274,86.9650881159575,86.9650881151005
"50",10.5022840499878,69,1,20,3.97695755958557,46,88,0,12.7700004577637,1,0,0,0,20.0378410203024,58.0940141040368,80.9277179542775,88.5389525710244,94.6279402644219,95.9979624954363,96.1349647185378,96.1486649408479,96.1500349630789,96.150171965302,96.1501856655243,96.1501870355466,96.1501871725488,96.150187186249,96.150187187619
"51",13.0219984054565,60,1,13,1.81611979007721,219,55,1,17.0900001525879,0,0,1,0,120.137848002936,106.501123797952,98.319089274961,95.5917444339641,93.4098685611667,92.9189464897872,92.8698542826493,92.8649450619355,92.8644541398641,92.864405047657,92.8644001384363,92.8643996475142,92.864399598422,92.8643995935128,92.8643995930218
"52",13.6178731918335,47,1,28,1.07161593437195,30,183,1,4.17000007629395,1,0,0,0,152.923079784838,109.100901982211,82.8075953006343,74.0431597401088,67.0316112916884,65.4540128907938,65.2962530507043,65.2804770666954,65.2788994682945,65.2787417084544,65.2787259324704,65.278724354872,65.2787241971121,65.2787241813361,65.2787241797586
"53",12.0555753707886,55,1,37,0.743768572807312,33,547,0,17.7299995422363,1,0,0,0,175.612707829633,131.228965369375,104.59871989322,95.7219714011681,88.6205726075268,87.0227578789575,86.8629764061006,86.8469982588149,86.8454004440863,86.8452406626135,86.8452246844662,86.8452230866515,86.84522292687,86.8452229108918,86.845222909294
"54",10.3646898269653,64,0,21,4.56960821151733,29,11,0,25.9699993133545,1,0,0,0,69.2852670385611,86.4119934308728,96.6880292662598,100.113374544722,102.853650767492,103.470212917615,103.531869132628,103.538034754129,103.538651316279,103.538712972494,103.538719138115,103.538719754678,103.538719816334,103.538719822499,103.538719823116
"55",13.1296882629395,65,0,10,2.14017176628113,251,427,0,22.4799995422363,1,0,1,0,80.268463342637,91.9738965824845,98.997156526393,101.338243174362,103.211112492738,103.632508089373,103.674647649036,103.678861605002,103.679283000599,103.679325140159,103.679329354115,103.67932977551,103.67932981765,103.679329821864,103.679329822285
"56",11.0771980285645,49,1,11,25.9986133575439,665,146,0,12.789999961853,1,0,0,0,71.0158603847165,74.2343077362124,76.16537614711,76.8090656174092,77.3240171936486,77.4398812983024,77.4514677087678,77.4526263498143,77.452742213919,77.4527538003295,77.4527549589705,77.4527550748346,77.452755086421,77.4527550875797,77.4527550876955
"57",13.5362033843994,70,0,16,1.2506548166275,79,200,0,16.2900009155273,1,0,0,0,139.63653075333,120.752651148235,109.422323385178,105.64554746416,102.624126727344,101.944307061561,101.876325094983,101.869526898325,101.868847078659,101.868779096692,101.868772298496,101.868771618676,101.868771550694,101.868771543896,101.868771543216
"58",11.6517400741577,53,1,11,2.58833026885986,36,73,0,26.3199996948242,1,0,0,0,78.2242377533725,85.4593594940334,89.8004325384299,91.2474568865621,92.4050763650678,92.6655407477316,92.691587185998,92.6941918298246,92.6944522942073,92.6944783406455,92.6944809452894,92.6944812057537,92.6944812318002,92.6944812344048,92.6944812346653
"59",12.8416872024536,38,1,25,0.916246891021729,10,161,0,5.92999982833862,1,1,0,0,121.152119760569,88.2921462740432,68.5761621821277,62.0041674848225,56.7465717269784,55.5636126814635,55.445316776912,55.4334871864568,55.4323042274113,55.4321859315068,55.4321741019163,55.4321729189573,55.4321728006614,55.4321727888318,55.4321727876488
"60",12.4258794784546,51,1,18,5.99374532699585,416,68,0,14.210000038147,0,0,0,0,71.259389255369,75.4126566551881,77.9046170950795,78.7352705750433,79.3997933590143,79.5493109854078,79.5642627480472,79.5657579243111,79.5659074419375,79.5659223937001,79.5659238888764,79.565924038394,79.5659240533458,79.565924054841,79.5659240549905
"61",13.9633636474609,40,1,13,1.71506416797638,49,33,1,8.22999954223633,0,0,0,0,42.8432847869269,51.9807324963927,57.4632011220722,59.2906906639654,60.7526822974799,61.0816304150207,61.1145252267747,61.1178147079502,61.1181436560677,61.1181765508794,61.1181798403606,61.1181801693087,61.1181802022035,61.118180205493,61.118180205822
"62",11.6429958343506,58,1,36,2.73778963088989,301,42,0,17.6000003814697,0,0,0,0,83.2773234780417,86.7146922539542,88.7771135195017,89.4645872746842,90.0145662788302,90.138311554763,90.1506860823563,90.1519235351157,90.1520472803916,90.1520596549192,90.1520608923719,90.1520610161172,90.1520610284917,90.1520610297292,90.1520610298529
"63",12.7814254760742,49,1,22,2.06194686889648,62,30,0,21.9699993133545,1,0,0,0,56.2492882212599,70.401806036147,78.8933167250792,81.7238202880567,83.9882231384386,84.4977137797745,84.5486628439081,84.5537577503215,84.5542672409628,84.5543181900269,84.5543232849334,84.554323794424,84.5543238453731,84.554323850468,84.5543238509775
"64",11.4655923843384,35,1,33,2.78888463973999,432,180,0,18.1000003814697,0,0,0,0,36.6083299959275,51.467071522577,60.3823164385667,63.3540647438966,65.7314633881605,66.2663780831199,66.3198695526158,66.3252186995654,66.3257536142604,66.3258071057299,66.3258124548768,66.3258129897915,66.325813043283,66.3258130486321,66.3258130491671
"65",10.6093063354492,61,0,9,8.32114791870117,517,51,0,13.2399997711182,1,0,1,0,149.721944010065,120.153076938851,102.411756696122,96.4979832818789,91.7669645504846,90.7024853359209,90.5960374144645,90.5853926223189,90.5843281431043,90.5842216951828,90.5842110503907,90.5842099859115,90.5842098794636,90.5842098688188,90.5842098677543
"66",11.9256029129028,70,0,27,2.73368692398071,6,0,0,18.8799991607666,1,0,0,0,117.377788647299,109.354344457111,104.540277942998,102.93558910496,101.65183803453,101.362994043683,101.334109644599,101.33122120469,101.330932360699,101.3309034763,101.33090058786,101.330900299016,101.330900270132,101.330900267244,101.330900266955
"67",11.6318092346191,49,1,13,1.4883394241333,1,23,0,10.3299999237061,1,1,0,0,55.9131657786858,62.5019002685019,66.4551409623916,67.7728878603549,68.8270853787254,69.0642798203588,69.0879992645222,69.0903712089385,69.0906084033801,69.0906321228243,69.0906344947687,69.0906347319631,69.0906347556826,69.0906347580545,69.0906347582917
"68",11.8096084594727,46,1,12,1.5240353345871,0,63,0,5.36999988555908,1,1,0,0,4.83069973587531,27.1161295274283,40.48738740236,44.9444733606706,48.5101421273191,49.312417599815,49.3926451470646,49.4006679017895,49.401470177262,49.4015504048093,49.401558427564,49.4015592298395,49.401559310067,49.4015593180898,49.401559318892
"69",13.1337785720825,50,1,20,4.36403322219849,224,257,0,8.88000011444092,1,0,1,0,39.1195501856233,56.352441501923,66.6921762917027,70.1387545549626,72.8960171655706,73.5164012529574,73.5784396616961,73.5846435025699,73.5852638866573,73.585325925066,73.5853321289069,73.585332749291,73.5853328113294,73.5853328175333,73.5853328181536
"70",12.0412006378174,53,1,12,1.88370251655579,2,15,1,15.7700004577637,1,0,1,0,123.885311001223,102.132723250923,89.0811706007429,84.7306530506828,81.2502390106348,80.467145851624,80.3888365357229,80.3810056041328,80.3802225109738,80.3801442016579,80.3801363707263,80.3801355876331,80.3801355093238,80.3801355014929,80.3801355007098
"71",11.1570634841919,58,1,21,0.787128806114197,0,6,0,24.3199996948242,1,1,1,0,163.521567179701,122.598713090099,98.0450006363375,89.8604298184172,83.3127731640809,81.8395504168552,81.6922281421326,81.6774959146604,81.6760226919131,81.6758753696384,81.6758606374109,81.6758591641882,81.6758590168659,81.6758590021337,81.6758590006605
"72",12.6681137084961,47,1,16,0.592940270900726,103,457,0,4.15999984741211,1,0,0,0,90.7608157540672,78.5704145640669,71.2561738500667,68.8180936120666,66.8676294216666,66.4287749788266,66.3848895345426,66.3805009901142,66.3800621356713,66.3800182502271,66.3800138616826,66.3800134228282,66.3800133789427,66.3800133745542,66.3800133741153
"73",11.174485206604,48,1,13,5.20032930374146,62,0,0,12.289999961853,1,0,0,0,105.371864222165,89.4991183571741,79.9754708381797,76.8009216651815,74.261282326783,73.6898634756433,73.6327215905293,73.627007402018,73.6264359831668,73.6263788412817,73.6263731270932,73.6263725556743,73.6263724985324,73.6263724928183,73.6263724922468
"74",11.3560771942139,76,0,9,7.91547966003418,18,17,1,41.8400001525879,1,1,1,0,16.9578265335186,74.8490366682276,109.583762749053,121.162004775995,130.424598397548,132.508681962398,132.717090318883,132.737931154531,132.740015238096,132.740223646452,132.740244487288,132.740246571372,132.74024677978,132.740246800621,132.740246802705
"75",13.0494184494019,65,1,12,1.16274011135101,72,76,0,13.3299999237061,1,1,0,1,79.5483638585015,86.5916620724244,90.8176410007781,92.2263006435626,93.3532283577903,93.6067870934915,93.6321429670616,93.6346785544187,93.6349321131543,93.6349574690279,93.6349600046153,93.634960258174,93.6349602835299,93.6349602860655,93.634960286319
"76",10.9753818511963,44,1,18,8.56694984436035,14,9,1,0.610000014305115,1,1,0,0,79.6462408569358,68.3311230328562,61.5420523384085,59.2790287735926,57.4686099217399,57.061265680073,57.0205312559063,57.0164578134896,57.016050469248,57.0160097348238,57.0160056613814,57.0160052540372,57.0160052133027,57.0160052092293,57.0160052088219
"77",13.5108795166016,65,1,12,0.598321139812469,33,82,1,23.5699996948242,1,0,0,1,165.94416826312,135.425127613906,117.113703224379,111.009895094536,106.126848590662,105.02816312729,104.918294580953,104.907307726319,104.906209040856,104.90609917231,104.906088185455,104.906087086769,104.906086976901,104.906086965914,104.906086964815
"78",10.9620513916016,39,1,33,18.5697689056396,594,407,0,3.1800000667572,0,0,0,0,130.083139108616,92.9158048391881,70.6154042775315,63.181937423646,57.2351639405376,55.8971399068382,55.7633375034682,55.7499572631313,55.7486192390976,55.7484854366942,55.7484720564538,55.7484707184298,55.7484705846274,55.7484705712472,55.7484705699091
"79",10.1051788330078,66,0,24,6.31310081481934,50,18,1,11.3500003814697,1,0,0,0,138.341730197314,115.419517446425,101.666189795892,97.081747245714,93.4141932055717,92.5889935465398,92.5064735806366,92.4982215840462,92.4973963843872,92.4973138644213,92.4973056124247,92.497304787225,92.4973047047051,92.4973046964531,92.4973046956279
"80",12.8617296218872,41,1,11,2.38690185546875,462,197,0,13.1300001144409,1,0,1,0,133.480958314622,101.346551757166,82.0659078226915,75.6390265112002,70.4975214620071,69.3406828259387,69.2249989623318,69.2134305759711,69.2122737373351,69.2121580534715,69.2121464850851,69.2121453282465,69.2121452125626,69.2121452009942,69.2121451998374
"81",11.8431606292725,45,1,21,8.18554019927979,174,279,0,28.4799995422363,1,0,0,0,42.9221546075763,65.1870838646245,78.5460414188534,82.9990272702631,86.5614159513908,87.3629534046445,87.4431071499699,87.4511225245025,87.4519240619557,87.452004215701,87.4520122310756,87.452013032613,87.4520131127668,87.4520131207821,87.4520131215837
"82",12.3379926681519,67,0,28,1.15405035018921,158,32,1,12.6999998092651,1,0,0,1,59.083204093052,77.9081839056264,89.203171793171,92.9681677556859,95.9801645256978,96.6578637989505,96.7256337262758,96.7324107190083,96.7330884182816,96.7331561882089,96.7331629652016,96.7331636429009,96.7331637106708,96.7331637174478,96.7331637181255
"83",10.4800987243652,59,1,17,13.1342992782593,0,63,1,14.2299995422363,1,0,0,0,41.0646363051624,56.7843419595038,66.2161653521087,69.360106482977,71.8752593876716,72.4411687912279,72.4977597315835,72.5034188256191,72.5039847350226,72.504041325963,72.504046985057,72.5040475509664,72.5040476075574,72.5040476132165,72.5040476137824
"84",11.3265838623047,44,1,34,2.00562620162964,36,0,0,17.9799995422363,1,0,0,0,46.1234951108139,60.3475617375769,68.8820017136348,71.7268150389874,74.0026656992695,74.5147320978329,74.5659387376893,74.5710594016749,74.5715714680735,74.5716226747134,74.5716277953773,74.5716283074437,74.5716283586504,74.571628363771,74.5716283642831
